,gpa,major,gmat,work_exp,admission
2005,3.18,STEM,620.0,7.0,Rejected
2006,3.25,Business,730.0,6.0,Admit
2007,3.27,Humanities,640.0,5.0,Rejected
2008,2.97,STEM,670.0,5.0,Rejected
2009,3.28,Humanities,690.0,5.0,Rejected
2010,3.22,STEM,670.0,4.0,Admit
2011,3.25,Humanities,620.0,6.0,Rejected
2012,3.07,Business,680.0,4.0,Rejected
2013,3.55,Humanities,690.0,5.0,Rejected
2014,3.25,STEM,650.0,6.0,Rejected
2015,3.33,Humanities,650.0,5.0,Rejected
2016,3.05,STEM,630.0,5.0,Rejected
2017,3.44,Business,690.0,6.0,Rejected
2018,3.41,Business,680.0,6.0,Rejected
2019,3.47,Business,660.0,6.0,Rejected
2020,2.91,Humanities,610.0,6.0,Rejected
2021,3.0,Humanities,600.0,5.0,Rejected
2022,3.12,Humanities,610.0,5.0,Rejected
2023,3.26,STEM,700.0,6.0,Rejected
2024,3.08,STEM,670.0,4.0,Rejected
2025,3.12,STEM,700.0,4.0,Rejected
2026,3.42,Business,730.0,4.0,Admit
2027,3.28,STEM,680.0,6.0,Rejected
2028,3.23,Business,700.0,4.0,Rejected
2029,3.32,STEM,700.0,4.0,Rejected
2030,3.02,Business,620.0,5.0,Rejected
2031,3.5,Humanities,730.0,4.0,Rejected
2032,3.32,Humanities,650.0,4.0,Rejected
2033,3.15,Humanities,570.0,4.0,Rejected
2034,3.19,Business,660.0,5.0,Rejected
2035,3.26,Business,660.0,5.0,Admit
2036,3.23,Business,640.0,4.0,Rejected
2037,3.38,STEM,660.0,5.0,Admit
2038,3.35,STEM,600.0,5.0,Rejected
2039,3.01,Humanities,660.0,4.0,Rejected
2040,3.04,Business,630.0,5.0,Rejected
2041,3.15,Business,670.0,7.0,Rejected
2042,3.19,STEM,650.0,6.0,Rejected
2043,3.16,Humanities,570.0,4.0,Rejected
2044,3.1,STEM,670.0,5.0,Rejected
2045,3.01,STEM,570.0,6.0,Rejected
2046,3.39,Humanities,640.0,5.0,Rejected
2047,3.2,STEM,710.0,5.0,Rejected
2048,3.01,Business,680.0,5.0,Rejected
2049,3.28,Business,730.0,4.0,Admit
2050,3.32,Business,670.0,5.0,Admit
2051,3.24,Business,570.0,6.0,Rejected
2052,3.27,Humanities,650.0,4.0,Rejected
2053,3.41,Business,690.0,4.0,Admit
2054,3.35,Business,750.0,7.0,Admit
2055,3.27,Humanities,650.0,4.0,Rejected
2056,3.43,Business,700.0,5.0,Admit
2057,3.08,STEM,620.0,5.0,Rejected
2058,3.25,Humanities,570.0,5.0,Rejected
2059,3.15,Humanities,620.0,5.0,Rejected
2060,3.15,Business,650.0,5.0,Rejected
2061,3.19,Humanities,640.0,7.0,Rejected
2062,3.2,STEM,610.0,4.0,Rejected
2063,3.21,Business,660.0,5.0,Admit
2064,3.18,Business,640.0,6.0,Rejected
2065,2.99,Humanities,570.0,3.0,Rejected
2066,3.27,STEM,630.0,7.0,Rejected
2067,3.33,Humanities,610.0,4.0,Rejected
2068,3.31,Humanities,610.0,5.0,Rejected
2069,3.1,Business,640.0,3.0,Rejected
2070,3.3,Humanities,580.0,5.0,Rejected
2071,3.26,Business,720.0,5.0,Rejected
2072,3.14,STEM,570.0,7.0,Rejected
2073,2.84,STEM,640.0,7.0,Rejected
2074,3.44,Humanities,670.0,6.0,Admit
2075,3.27,STEM,680.0,6.0,Admit
2076,3.25,Business,670.0,4.0,Rejected
2077,3.13,Humanities,640.0,4.0,Rejected
2078,3.11,Business,620.0,6.0,Rejected
2079,3.34,Humanities,640.0,5.0,Rejected
2080,3.32,STEM,640.0,4.0,Rejected
2081,3.32,Humanities,680.0,6.0,Rejected
2082,3.06,Humanities,710.0,5.0,Rejected
2083,3.04,Humanities,660.0,6.0,Rejected
2084,3.28,STEM,680.0,7.0,Admit
2085,2.86,STEM,570.0,5.0,Rejected
2086,3.1,Business,660.0,4.0,Rejected
2087,3.32,STEM,650.0,6.0,Rejected
2088,3.18,STEM,660.0,4.0,Rejected
2089,3.26,STEM,600.0,7.0,Rejected
2090,3.4,Humanities,660.0,6.0,Rejected
2091,3.09,Humanities,720.0,6.0,Rejected
2092,3.14,Humanities,660.0,6.0,Rejected
2093,3.19,Humanities,600.0,5.0,Rejected
2094,3.3,STEM,730.0,4.0,Rejected
2095,3.16,Business,620.0,5.0,Rejected
2096,3.13,Humanities,620.0,5.0,Rejected
2097,3.14,STEM,660.0,6.0,Rejected
2098,3.06,Business,570.0,4.0,Rejected
2099,3.03,STEM,610.0,4.0,Rejected
2100,3.26,Humanities,630.0,5.0,Rejected
2101,3.29,Humanities,640.0,5.0,Rejected
2102,3.29,Humanities,570.0,4.0,Rejected
2103,3.27,Business,670.0,6.0,Admit
2104,3.24,Humanities,670.0,6.0,Rejected
2105,3.17,Humanities,650.0,6.0,Rejected
2106,3.37,Humanities,670.0,4.0,Admit
2107,3.31,STEM,680.0,7.0,Admit
2108,3.24,STEM,670.0,5.0,Admit
2109,3.33,Business,710.0,5.0,Rejected
2110,2.98,Business,590.0,4.0,Rejected
2111,3.13,Humanities,570.0,5.0,Rejected
2112,3.03,STEM,570.0,4.0,Rejected
2113,3.22,Business,570.0,6.0,Rejected
2114,3.19,Business,620.0,4.0,Rejected
2115,3.17,STEM,570.0,5.0,Rejected
2116,3.22,STEM,720.0,7.0,Admit
2117,3.36,STEM,570.0,7.0,Rejected
2118,3.41,Business,730.0,5.0,Admit
2119,3.3,Humanities,680.0,5.0,Admit
2120,3.14,STEM,650.0,5.0,Rejected
2121,3.24,STEM,680.0,5.0,Admit
2122,3.37,STEM,600.0,5.0,Rejected
2123,3.1,STEM,610.0,5.0,Rejected
2124,3.3,STEM,700.0,6.0,Admit
2125,3.42,Humanities,640.0,5.0,Rejected
2126,3.34,Business,690.0,3.0,Rejected
2127,3.35,Humanities,720.0,5.0,Rejected
2128,3.26,Business,620.0,5.0,Rejected
2129,3.18,Business,640.0,5.0,Rejected
2130,3.15,Humanities,570.0,4.0,Rejected
2131,2.99,Business,630.0,4.0,Rejected
2132,3.19,STEM,580.0,5.0,Rejected
2133,3.32,Humanities,700.0,6.0,Rejected
2134,3.21,Business,670.0,5.0,Rejected
2135,3.06,Business,580.0,4.0,Rejected
2136,3.53,Humanities,740.0,5.0,Admit
2137,3.2,Humanities,670.0,4.0,Rejected
2138,3.02,Humanities,610.0,6.0,Rejected
2139,3.03,Business,630.0,5.0,Rejected
2140,3.46,Humanities,650.0,4.0,Rejected
2141,3.13,STEM,680.0,6.0,Rejected
2142,3.31,STEM,650.0,5.0,Rejected
2143,3.19,Humanities,620.0,6.0,Rejected
2144,3.36,Humanities,680.0,6.0,Rejected
2145,3.24,Business,700.0,5.0,Rejected
2146,3.28,STEM,740.0,6.0,Rejected
2147,3.4,STEM,690.0,4.0,Admit
2148,3.15,Business,600.0,5.0,Rejected
2149,3.06,Business,660.0,4.0,Rejected
2150,3.18,Humanities,610.0,4.0,Rejected
2151,3.18,Business,580.0,5.0,Rejected
2152,3.02,Humanities,590.0,6.0,Rejected
2153,3.17,Humanities,710.0,4.0,Rejected
2154,3.11,STEM,610.0,5.0,Rejected
2155,3.08,Humanities,620.0,6.0,Rejected
2156,3.42,Humanities,720.0,5.0,Rejected
2157,3.29,STEM,610.0,7.0,Rejected
2158,3.33,Humanities,680.0,7.0,Rejected
2159,3.43,Business,650.0,5.0,Rejected
2160,3.19,Business,730.0,6.0,Rejected
2161,3.48,Business,660.0,4.0,Admit
2162,3.36,Humanities,680.0,5.0,Rejected
2163,3.46,Business,620.0,6.0,Rejected
2164,3.27,Humanities,650.0,7.0,Rejected
2165,3.36,Humanities,720.0,6.0,Admit
2166,3.45,Business,700.0,4.0,Rejected
2167,3.15,Business,640.0,6.0,Rejected
2168,2.87,STEM,610.0,4.0,Rejected
2169,3.08,STEM,660.0,4.0,Rejected
2170,3.02,Business,630.0,5.0,Rejected
2171,2.94,Business,590.0,6.0,Rejected
2172,3.32,Business,660.0,5.0,Admit
2173,2.86,Business,610.0,3.0,Rejected
2174,3.3,Humanities,700.0,5.0,Rejected
2175,3.55,STEM,720.0,4.0,Rejected
2176,3.14,Humanities,620.0,5.0,Rejected
2177,3.16,Business,660.0,4.0,Rejected
2178,2.98,STEM,650.0,6.0,Rejected
2179,3.12,STEM,660.0,5.0,Rejected
2180,3.23,STEM,710.0,5.0,Rejected
2181,3.32,Humanities,670.0,6.0,Rejected
2182,3.19,Humanities,630.0,5.0,Rejected
2183,3.13,Humanities,660.0,4.0,Rejected
2184,3.26,Humanities,680.0,5.0,Rejected
2185,3.41,Humanities,730.0,5.0,Rejected
2186,3.22,Humanities,600.0,5.0,Rejected
2187,3.16,Business,600.0,5.0,Rejected
2188,3.31,STEM,670.0,5.0,Rejected
2189,3.11,Humanities,680.0,4.0,Rejected
2190,2.93,Humanities,630.0,5.0,Rejected
2191,3.28,STEM,680.0,6.0,Rejected
2192,3.23,Humanities,650.0,6.0,Rejected
2193,3.06,Humanities,600.0,6.0,Rejected
2194,3.21,Business,700.0,6.0,Rejected
2195,3.38,STEM,680.0,7.0,Rejected
2196,2.84,Business,590.0,5.0,Rejected
2197,3.42,Humanities,690.0,5.0,Admit
2198,3.21,Humanities,620.0,5.0,Rejected
2199,3.29,Humanities,690.0,5.0,Rejected
2200,3.29,Humanities,610.0,4.0,Rejected
2201,3.18,Humanities,640.0,3.0,Rejected
2202,3.17,Business,700.0,2.0,Rejected
2203,3.47,Business,670.0,5.0,Admit
2204,3.46,Humanities,690.0,5.0,Rejected
2205,3.04,Business,640.0,6.0,Rejected
2206,3.3,STEM,720.0,6.0,Admit
2207,3.27,Business,610.0,5.0,Rejected
2208,3.11,STEM,570.0,5.0,Rejected
2209,3.37,Humanities,710.0,4.0,Rejected
2210,3.0,Humanities,610.0,4.0,Rejected
2211,3.39,STEM,670.0,4.0,Rejected
2212,3.24,STEM,640.0,5.0,Rejected
2213,3.08,Business,670.0,8.0,Rejected
2214,3.2,STEM,620.0,5.0,Rejected
2215,3.2,Humanities,630.0,6.0,Rejected
2216,3.25,STEM,600.0,5.0,Rejected
2217,3.31,Humanities,630.0,4.0,Rejected
2218,3.35,Humanities,740.0,5.0,Admit
2219,3.26,Humanities,610.0,4.0,Rejected
2220,3.46,Business,780.0,6.0,Rejected
2221,3.26,STEM,630.0,7.0,Rejected
2222,3.37,Business,690.0,5.0,Rejected
2223,3.44,STEM,670.0,4.0,Rejected
2224,3.28,Business,610.0,6.0,Rejected
2225,3.25,STEM,590.0,4.0,Rejected
2226,3.22,Business,660.0,4.0,Admit
2227,3.45,Humanities,670.0,4.0,Admit
2228,3.61,Business,680.0,4.0,Admit
2229,3.23,Humanities,650.0,4.0,Rejected
2230,3.62,Humanities,720.0,6.0,Admit
2231,3.24,Business,640.0,3.0,Rejected
2232,3.15,STEM,630.0,5.0,Rejected
2233,3.19,STEM,590.0,7.0,Rejected
2234,3.13,Humanities,580.0,6.0,Rejected
2235,3.04,Business,630.0,3.0,Rejected
2236,3.43,Business,630.0,6.0,Rejected
2237,3.64,Humanities,780.0,5.0,Rejected
2238,3.28,STEM,610.0,4.0,Rejected
2239,3.37,STEM,660.0,6.0,Rejected
2240,3.21,Business,650.0,6.0,Rejected
2241,3.39,Business,750.0,4.0,Rejected
2242,3.05,Humanities,570.0,4.0,Rejected
2243,3.58,Business,710.0,5.0,Rejected
2244,3.32,Business,650.0,8.0,Rejected
2245,3.42,Humanities,660.0,6.0,Admit
2246,3.31,Humanities,670.0,5.0,Rejected
2247,3.33,STEM,680.0,5.0,Rejected
2248,3.0,STEM,570.0,7.0,Rejected
2249,3.29,Business,660.0,5.0,Rejected
2250,3.28,Business,740.0,5.0,Rejected
2251,3.33,Business,710.0,5.0,Waitlist
2252,2.99,Business,570.0,6.0,Rejected
2253,3.35,Business,780.0,5.0,Admit
2254,3.21,Humanities,690.0,5.0,Rejected
2255,3.18,Humanities,620.0,5.0,Rejected
2256,3.26,Business,640.0,5.0,Rejected
2257,3.27,STEM,640.0,3.0,Rejected
2258,3.0,Business,590.0,6.0,Rejected
2259,3.4,STEM,730.0,5.0,Rejected
2260,3.12,STEM,570.0,6.0,Rejected
2261,3.14,Business,640.0,5.0,Rejected
2262,3.13,STEM,610.0,4.0,Rejected
2263,3.3,Humanities,700.0,5.0,Rejected
2264,3.42,Business,590.0,5.0,Rejected
2265,3.21,Humanities,660.0,6.0,Rejected
2266,3.24,Humanities,600.0,4.0,Rejected
2267,3.16,STEM,710.0,6.0,Rejected
2268,3.09,Business,600.0,4.0,Rejected
2269,3.03,Humanities,570.0,5.0,Rejected
2270,3.49,Humanities,680.0,5.0,Rejected
2271,3.27,STEM,630.0,6.0,Rejected
2272,3.22,Business,610.0,5.0,Rejected
2273,3.11,Humanities,620.0,5.0,Rejected
2274,3.21,Business,660.0,4.0,Rejected
2275,3.39,Humanities,630.0,4.0,Rejected
2276,3.38,Humanities,740.0,4.0,Waitlist
2277,3.31,Humanities,600.0,4.0,Rejected
2278,3.58,STEM,700.0,5.0,Admit
2279,3.07,Humanities,590.0,5.0,Rejected
2280,3.33,STEM,690.0,5.0,Admit
2281,3.22,Humanities,700.0,4.0,Rejected
2282,3.67,STEM,720.0,5.0,Rejected
2283,3.2,STEM,620.0,6.0,Rejected
2284,3.55,Humanities,710.0,4.0,Rejected
2285,3.05,STEM,660.0,4.0,Rejected
2286,3.47,Business,620.0,3.0,Rejected
2287,3.11,Humanities,640.0,4.0,Rejected
2288,3.37,STEM,660.0,5.0,Admit
2289,3.36,Humanities,720.0,6.0,Rejected
2290,3.28,Business,670.0,7.0,Admit
2291,3.47,STEM,670.0,5.0,Rejected
2292,3.23,Humanities,670.0,6.0,Rejected
2293,2.95,Humanities,680.0,4.0,Rejected
2294,3.3,Humanities,670.0,4.0,Rejected
2295,3.34,STEM,680.0,6.0,Admit
2296,3.32,Business,660.0,7.0,Admit
2297,3.46,Business,670.0,6.0,Rejected
2298,3.19,Humanities,640.0,5.0,Rejected
2299,3.21,STEM,680.0,5.0,Rejected
2300,3.01,STEM,640.0,4.0,Rejected
2301,3.24,STEM,630.0,5.0,Rejected
2302,3.37,Business,640.0,4.0,Rejected
2303,3.09,Humanities,610.0,5.0,Rejected
2304,2.89,STEM,610.0,6.0,Rejected
2305,3.22,STEM,620.0,5.0,Rejected
2306,3.21,Business,600.0,5.0,Rejected
2307,3.2,Humanities,580.0,5.0,Rejected
2308,3.16,Business,660.0,5.0,Rejected
2309,3.15,Business,620.0,5.0,Rejected
2310,3.33,Business,700.0,6.0,Admit
2311,3.01,Humanities,570.0,5.0,Rejected
2312,3.26,Humanities,690.0,6.0,Rejected
2313,3.38,STEM,660.0,4.0,Waitlist
2314,3.02,Business,610.0,5.0,Rejected
2315,3.17,Humanities,620.0,7.0,Rejected
2316,3.3,STEM,610.0,7.0,Rejected
2317,3.38,Humanities,640.0,4.0,Rejected
2318,2.78,Business,570.0,5.0,Rejected
2319,3.31,Humanities,720.0,4.0,Rejected
2320,3.19,Humanities,650.0,6.0,Rejected
2321,3.15,Humanities,690.0,3.0,Rejected
2322,3.43,Humanities,640.0,4.0,Rejected
2323,3.23,STEM,650.0,3.0,Rejected
2324,3.3,STEM,730.0,4.0,Rejected
2325,3.01,Humanities,620.0,6.0,Rejected
2326,3.06,Business,570.0,7.0,Rejected
2327,3.45,Humanities,620.0,5.0,Rejected
2328,3.35,STEM,750.0,4.0,Rejected
2329,3.35,Humanities,740.0,7.0,Rejected
2330,3.19,STEM,660.0,7.0,Rejected
2331,3.33,Business,680.0,5.0,Rejected
2332,3.37,STEM,730.0,5.0,Rejected
2333,3.36,Business,690.0,6.0,Admit
2334,3.24,Humanities,630.0,4.0,Rejected
2335,3.46,STEM,680.0,3.0,Rejected
2336,3.1,STEM,570.0,5.0,Rejected
2337,3.35,STEM,640.0,5.0,Rejected
2338,3.26,STEM,640.0,6.0,Rejected
2339,3.36,Humanities,640.0,5.0,Rejected
2340,3.24,Business,620.0,6.0,Rejected
2341,3.13,Humanities,670.0,7.0,Rejected
2342,3.22,Humanities,640.0,4.0,Rejected
2343,3.05,Humanities,660.0,6.0,Rejected
2344,3.45,Humanities,690.0,5.0,Admit
2345,2.72,STEM,570.0,6.0,Rejected
2346,3.51,Business,650.0,6.0,Rejected
2347,3.16,Humanities,650.0,5.0,Rejected
2348,3.36,Humanities,670.0,4.0,Admit
2349,3.42,Business,610.0,6.0,Rejected
2350,3.37,Humanities,660.0,5.0,Rejected
2351,2.92,Business,620.0,3.0,Rejected
2352,3.16,Humanities,590.0,5.0,Rejected
2353,3.26,Humanities,670.0,6.0,Admit
2354,3.0,Humanities,570.0,3.0,Rejected
2355,3.53,Business,670.0,6.0,Admit
2356,2.97,Humanities,610.0,4.0,Rejected
2357,3.21,Business,620.0,4.0,Rejected
2358,3.21,STEM,610.0,5.0,Rejected
2359,3.4,STEM,770.0,3.0,Admit
2360,3.44,Business,780.0,6.0,Rejected
2361,3.38,Humanities,730.0,5.0,Rejected
2362,3.16,STEM,600.0,4.0,Rejected
2363,2.99,STEM,590.0,4.0,Rejected
2364,3.29,STEM,670.0,4.0,Rejected
2365,3.07,Humanities,670.0,4.0,Rejected
2366,3.15,Humanities,660.0,4.0,Rejected
2367,3.43,Business,720.0,6.0,Admit
2368,3.32,Business,670.0,6.0,Rejected
2369,3.3,Humanities,630.0,5.0,Rejected
2370,3.16,STEM,640.0,4.0,Rejected
2371,3.31,STEM,570.0,5.0,Rejected
2372,3.28,Humanities,670.0,5.0,Rejected
2373,3.13,Business,650.0,6.0,Rejected
2374,3.32,Humanities,640.0,6.0,Rejected
2375,3.3,Humanities,630.0,6.0,Rejected
2376,3.13,Humanities,690.0,5.0,Rejected
2377,3.33,Business,690.0,5.0,Admit
2378,3.38,Humanities,720.0,6.0,Rejected
2379,3.26,Business,730.0,4.0,Rejected
2380,3.49,Business,680.0,4.0,Rejected
2381,3.5,STEM,750.0,3.0,Rejected
2382,3.17,Humanities,640.0,5.0,Rejected
2383,3.13,Humanities,580.0,4.0,Rejected
2384,3.14,Humanities,660.0,4.0,Rejected
2385,3.48,Humanities,690.0,7.0,Admit
2386,3.15,Business,590.0,3.0,Rejected
2387,3.28,Humanities,600.0,5.0,Rejected
2388,3.25,Humanities,660.0,6.0,Rejected
2389,3.57,Humanities,690.0,6.0,Rejected
2390,3.51,Humanities,630.0,6.0,Rejected
2391,3.36,Business,700.0,7.0,Rejected
2392,3.32,STEM,690.0,6.0,Admit
2393,3.08,STEM,570.0,6.0,Rejected
2394,3.24,Business,580.0,4.0,Rejected
2395,3.21,Business,660.0,4.0,Rejected
2396,3.06,Business,590.0,4.0,Rejected
2397,3.35,Humanities,730.0,5.0,Admit
2398,3.21,Humanities,660.0,4.0,Rejected
2399,3.39,Humanities,660.0,5.0,Rejected
2400,3.03,Humanities,660.0,5.0,Rejected
2401,3.2,Business,620.0,5.0,Rejected
2402,3.2,Business,650.0,5.0,Rejected
2403,3.07,Humanities,580.0,6.0,Rejected
2404,3.29,Business,660.0,4.0,Rejected
2405,3.32,Business,650.0,5.0,Rejected
2406,3.11,STEM,610.0,3.0,Rejected
2407,3.21,Business,650.0,5.0,Rejected
2408,3.16,Humanities,620.0,4.0,Rejected
2409,3.45,Humanities,690.0,5.0,Admit
2410,3.43,Business,570.0,5.0,Rejected
2411,3.13,Humanities,650.0,5.0,Rejected
2412,3.12,STEM,590.0,6.0,Rejected
2413,3.28,Humanities,690.0,5.0,Rejected
2414,3.29,Humanities,640.0,4.0,Rejected
2415,3.43,Humanities,680.0,5.0,Rejected
2416,3.24,STEM,720.0,3.0,Rejected
2417,3.16,STEM,620.0,5.0,Rejected
2418,3.16,Business,570.0,6.0,Rejected
2419,3.05,Humanities,610.0,6.0,Rejected
2420,3.39,Humanities,700.0,5.0,Admit
2421,3.39,STEM,680.0,5.0,Rejected
2422,3.25,STEM,630.0,5.0,Rejected
2423,3.21,Humanities,600.0,6.0,Rejected
2424,2.92,Humanities,580.0,5.0,Rejected
2425,3.2,STEM,620.0,4.0,Rejected
2426,3.28,Business,640.0,5.0,Rejected
2427,3.15,Business,630.0,7.0,Rejected
2428,3.37,STEM,610.0,6.0,Rejected
2429,3.1,Humanities,630.0,6.0,Rejected
2430,3.28,Humanities,710.0,4.0,Rejected
2431,3.01,Humanities,710.0,5.0,Rejected
2432,3.07,Humanities,690.0,5.0,Rejected
2433,3.4,Business,780.0,4.0,Rejected
2434,3.4,Humanities,570.0,6.0,Rejected
2435,3.43,Humanities,690.0,6.0,Rejected
2436,3.37,Business,670.0,6.0,Rejected
2437,3.18,Business,620.0,7.0,Rejected
2438,3.28,Humanities,610.0,4.0,Rejected
2439,3.1,STEM,590.0,7.0,Rejected
2440,3.26,Business,700.0,5.0,Rejected
2441,3.4,Humanities,690.0,5.0,Rejected
2442,3.36,STEM,670.0,5.0,Waitlist
2443,3.14,Humanities,600.0,3.0,Rejected
2444,3.19,STEM,650.0,3.0,Rejected
2445,3.26,Business,700.0,3.0,Rejected
2446,3.5,Business,700.0,6.0,Rejected
2447,3.17,Business,620.0,4.0,Rejected
2448,3.17,Business,630.0,5.0,Rejected
2449,3.12,Humanities,630.0,4.0,Rejected
2450,3.27,Business,620.0,5.0,Rejected
2451,3.23,Humanities,620.0,5.0,Rejected
2452,3.18,Humanities,650.0,5.0,Rejected
2453,3.14,Humanities,570.0,6.0,Rejected
2454,3.24,Business,570.0,5.0,Rejected
2455,3.17,STEM,580.0,5.0,Rejected
2456,3.13,STEM,640.0,5.0,Rejected
2457,3.07,Business,590.0,3.0,Rejected
2458,3.16,STEM,650.0,5.0,Rejected
2459,3.27,Humanities,640.0,6.0,Rejected
2460,3.49,Humanities,660.0,5.0,Admit
2461,3.44,Humanities,700.0,7.0,Rejected
2462,3.12,Business,680.0,5.0,Rejected
2463,3.15,Humanities,660.0,5.0,Rejected
2464,2.98,Humanities,600.0,5.0,Rejected
2465,3.02,Humanities,610.0,5.0,Rejected
2466,3.35,STEM,730.0,5.0,Admit
2467,3.25,Humanities,670.0,4.0,Rejected
2468,3.33,STEM,680.0,4.0,Rejected
2469,3.05,Business,660.0,5.0,Rejected
2470,2.93,Business,570.0,6.0,Rejected
2471,3.34,Business,730.0,5.0,Rejected
2472,3.24,Business,650.0,4.0,Rejected
2473,3.26,Humanities,580.0,5.0,Rejected
2474,3.55,Business,720.0,4.0,Rejected
2475,3.38,Humanities,680.0,6.0,Rejected
2476,3.27,Business,710.0,7.0,Rejected
2477,3.02,STEM,620.0,6.0,Rejected
2478,3.46,STEM,580.0,5.0,Rejected
2479,3.01,Humanities,570.0,5.0,Rejected
2480,2.97,Humanities,660.0,4.0,Rejected
2481,3.4,Business,750.0,6.0,Waitlist
2482,2.99,Humanities,580.0,5.0,Rejected
2483,3.28,STEM,640.0,3.0,Rejected
2484,2.98,Humanities,630.0,5.0,Rejected
2485,3.53,Humanities,660.0,5.0,Rejected
2486,3.05,STEM,610.0,6.0,Rejected
2487,3.09,STEM,660.0,4.0,Rejected
2488,3.12,STEM,670.0,7.0,Rejected
2489,3.22,Humanities,680.0,6.0,Admit
2490,3.12,Humanities,740.0,3.0,Rejected
2491,3.19,Business,590.0,2.0,Rejected
2492,3.14,Humanities,640.0,4.0,Rejected
2493,3.43,STEM,660.0,7.0,Rejected
2494,3.29,Humanities,610.0,5.0,Rejected
2495,3.39,Business,720.0,4.0,Rejected
2496,3.15,Business,650.0,5.0,Rejected
2497,3.51,Humanities,680.0,2.0,Rejected
2498,3.3,Humanities,600.0,5.0,Rejected
2499,3.27,STEM,620.0,6.0,Rejected
2500,3.18,STEM,570.0,5.0,Rejected
2501,3.04,Humanities,610.0,5.0,Rejected
2502,3.2,Business,620.0,4.0,Rejected
2503,3.11,Humanities,600.0,3.0,Rejected
2504,3.2,STEM,660.0,7.0,Rejected
2505,3.29,Humanities,710.0,6.0,Admit
2506,3.5,Business,740.0,5.0,Rejected
2507,3.58,Humanities,780.0,4.0,Rejected
2508,3.6,Humanities,760.0,4.0,Rejected
2509,3.27,Humanities,660.0,5.0,Rejected
2510,3.13,STEM,570.0,5.0,Rejected
2511,3.05,Humanities,590.0,5.0,Rejected
2512,3.36,Business,630.0,5.0,Rejected
2513,3.06,Humanities,590.0,5.0,Rejected
2514,3.06,STEM,600.0,4.0,Rejected
2515,3.45,Humanities,720.0,5.0,Rejected
2516,2.95,Business,570.0,5.0,Rejected
2517,3.24,Humanities,640.0,3.0,Rejected
2518,3.23,STEM,660.0,4.0,Admit
2519,3.51,Humanities,680.0,5.0,Rejected
2520,3.49,STEM,650.0,5.0,Rejected
2521,3.49,STEM,670.0,4.0,Waitlist
2522,3.07,STEM,580.0,4.0,Rejected
2523,3.44,Humanities,670.0,6.0,Rejected
2524,3.25,Humanities,570.0,5.0,Rejected
2525,3.18,STEM,700.0,5.0,Rejected
2526,3.38,Humanities,660.0,6.0,Rejected
2527,3.19,STEM,670.0,4.0,Rejected
2528,3.26,STEM,570.0,5.0,Rejected
2529,3.13,STEM,630.0,7.0,Rejected
2530,3.21,STEM,630.0,6.0,Rejected
2531,3.13,Humanities,570.0,5.0,Rejected
2532,3.36,Humanities,740.0,6.0,Admit
2533,3.24,Humanities,630.0,5.0,Rejected
2534,3.44,Humanities,630.0,6.0,Rejected
2535,3.3,STEM,650.0,4.0,Rejected
2536,3.23,Business,610.0,6.0,Rejected
2537,3.25,Humanities,660.0,4.0,Rejected
2538,3.19,Humanities,620.0,4.0,Rejected
2539,3.28,STEM,570.0,7.0,Rejected
2540,3.13,STEM,610.0,7.0,Rejected
2541,2.92,Business,600.0,7.0,Rejected
2542,3.29,STEM,700.0,6.0,Admit
2543,3.4,STEM,610.0,4.0,Rejected
2544,3.25,STEM,690.0,6.0,Rejected
2545,3.46,Humanities,720.0,4.0,Admit
2546,3.09,Humanities,570.0,5.0,Rejected
2547,3.23,Humanities,640.0,6.0,Rejected
2548,3.17,Business,670.0,5.0,Rejected
2549,3.37,Humanities,690.0,4.0,Rejected
2550,3.23,STEM,610.0,3.0,Rejected
2551,2.98,Humanities,590.0,5.0,Rejected
2552,3.04,Humanities,570.0,4.0,Rejected
2553,2.91,Humanities,570.0,5.0,Rejected
2554,3.07,Humanities,640.0,5.0,Rejected
2555,3.15,STEM,600.0,5.0,Rejected
2556,3.34,Business,680.0,6.0,Rejected
2557,3.16,STEM,580.0,4.0,Rejected
2558,3.08,Business,570.0,4.0,Rejected
2559,3.25,Business,570.0,6.0,Rejected
2560,3.21,Business,630.0,3.0,Rejected
2561,3.46,STEM,640.0,5.0,Rejected
2562,3.13,Business,630.0,5.0,Rejected
2563,3.36,Business,630.0,4.0,Rejected
2564,3.53,Humanities,690.0,6.0,Rejected
2565,3.3,Humanities,660.0,4.0,Admit
2566,3.2,STEM,640.0,6.0,Rejected
2567,3.08,Humanities,570.0,5.0,Rejected
2568,2.87,Humanities,590.0,6.0,Rejected
2569,3.14,Business,700.0,4.0,Rejected
2570,3.42,Humanities,660.0,7.0,Rejected
2571,3.33,STEM,630.0,5.0,Rejected
2572,3.23,Humanities,730.0,6.0,Rejected
2573,3.37,Humanities,690.0,6.0,Rejected
2574,3.36,Humanities,710.0,6.0,Rejected
2575,3.21,Business,750.0,6.0,Rejected
2576,3.21,STEM,580.0,3.0,Rejected
2577,3.22,Business,660.0,6.0,Rejected
2578,3.39,Humanities,630.0,6.0,Rejected
2579,3.14,STEM,660.0,6.0,Rejected
2580,3.31,STEM,700.0,5.0,Rejected
2581,3.09,Business,600.0,4.0,Rejected
2582,3.5,Humanities,690.0,6.0,Rejected
2583,3.63,Business,720.0,5.0,Admit
2584,3.25,STEM,680.0,4.0,Rejected
2585,2.88,Business,570.0,6.0,Rejected
2586,3.41,Humanities,640.0,5.0,Rejected
